CA-AstroPh,DP-WCC,1,6.67909261
CA-AstroPh,DP-WCC,2,6.708054904
CA-AstroPh,DP-WCC,3,6.718935703
CA-AstroPh,DP-WCC,4,6.720846892
CA-AstroPh,DP-WCC,5,6.728129669
CA-AstroPh,DP-WCC,6,6.733114217
CA-AstroPh,DP-WCC,7,6.739332679
CA-AstroPh,DP-WCC,8,6.745599378
CA-AstroPh,DP-WCC,9,6.766272304
CA-AstroPh,DP-WCC,10,6.768957869
CA-AstroPh,DP-WCC,11,6.769318962
CA-AstroPh,DP-WCC,12,6.772074869
CA-AstroPh,DP-WCC,13,6.773442334
CA-AstroPh,DP-WCC,14,6.7754232
CA-AstroPh,DP-WCC,15,6.775440935
CA-AstroPh,DP-WCC,16,6.775511193
CA-AstroPh,DP-WCC,17,6.776829533
CA-AstroPh,DP-WCC,18,6.776914228
CA-AstroPh,DP-WCC,19,6.77692576
CA-AstroPh,DP-WCC,20,6.7771803649999995
CA-AstroPh,DP-WCC,21,6.777181391
CA-AstroPh,DP-WCC,22,6.7771824
CA-AstroPh,DP-WCC,23,6.778550824
CA-AstroPh,DP-WCC,24,6.780697005
CA-AstroPh,DP-WCC,25,6.780723559
CA-AstroPh,DP-WCC,26,6.782098704
CA-AstroPh,DP-WCC,27,6.786160274
CA-AstroPh,DP-WCC,28,6.786178023
CA-AstroPh,DP-WCC,29,6.787530573
CA-AstroPh,DP-WCC,30,6.787557168
CA-AstroPh,DP-WCC,31,6.789152559
CA-AstroPh,DP-WCC,32,6.790497487
CA-AstroPh,DP-WCC,33,6.793808138
CA-AstroPh,DP-WCC,34,6.798168668
CA-AstroPh,DP-WCC,35,6.799559731
CA-AstroPh,DP-WCC,36,6.801350913
CA-AstroPh,DP-WCC,37,6.801423771
CA-AstroPh,DP-WCC,38,6.801440356
CA-AstroPh,DP-WCC,39,6.8042709850000005
CA-AstroPh,DP-WCC,40,6.806115938
CA-AstroPh,DP-WCC,41,6.8061523059999995
CA-AstroPh,DP-WCC,42,6.806208762
CA-AstroPh,DP-WCC,43,6.806210935
CA-AstroPh,DP-WCC,44,6.8063948629999995
CA-AstroPh,DP-WCC,45,6.806395906
CA-AstroPh,DP-WCC,46,6.806397191
CA-AstroPh,DP-WCC,47,6.808285919
CA-AstroPh,DP-WCC,48,6.808328288
CA-AstroPh,DP-WCC,49,6.809783091
CA-AstroPh,DP-WCC,50,6.809792599
CA-AstroPh,DP-WCC,51,6.809967783
CA-AstroPh,DP-WCC,52,6.809969287
CA-AstroPh,DP-WCC,53,6.81160917
CA-AstroPh,DP-WCC,54,6.81168229
CA-AstroPh,DP-WCC,55,6.814234638
